field_1,Endhaltestelle,Langname,Xkoordinat,Ykoordinat,lon,lat,elevation
1460,USTR04,U Schlesisches Tor,27537100,19312400,27537.1,19312.4,0
1461,HLSG01,Helsingforser Platz,28045900,20109500,28045.9,20109.5,0
1462,SUWA02,S+U Warschauer Str.,27998300,19768800,27998.3,19768.8,0
1463,SUWA03,S+U Warschauer Str.,27978300,19770100,27978.3,19770.1,0
1464,OBBM02,Oberbaumbrücke,27906700,19575800,27906.7,19575.8,0
1465,OBBM03,Oberbaumbrücke,27909300,19605500,27909.3,19605.5,0
1466,ZOO01B,S+U Zoologischer Garten,20200500,20049200,20200.5,20049.2,0
1467,UHPS01B,U Hermannplatz/Sonnenallee,26455100,17855600,26455.1,17855.6,0
1468,ZOOH01B,Hertzallee,20066000,20332600,20066,20332.6,0
1469,ZOO07B,S+U Zoologischer Garten,20166500,20023200,20166.5,20023.2,0
1470,ZOOH05B,Hertzallee,20083900,20279000,20083.9,20279,0
1471,UWIT02B,U Wittenbergplatz,20810000,19485300,20810,19485.3,0
1472,HLSG01B,Helsingforser Platz,28045900,20109500,28045.9,20109.5,0
1473,BF M E,Betriebshof Müllerstr. Einsetzen,20500200,25994700,20500.2,25994.7,0
1474,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
1475,BF M A,Betriebshof Müllerstr. Aussetzen,20500200,25994700,20500.2,25994.7,0
1476,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
1477,UWIT01,U Wittenbergplatz,20742100,19501400,20742.1,19501.4,0
1478,UNWD01,U Neu-Westend,15222600,21085800,15222.6,21085.8,0
1479,HSAL01,Hessenallee,15443900,20869400,15443.9,20869.4,0
1480,REKA01,Reichsstr./Kastanienallee,15758800,20561600,15758.8,20561.6,0
1481,UTHS01,U Theodor-Heuss-Platz Süd,16056600,20240400,16056.6,20240.4,0
1482,UTHP02,U Theodor-Heuss-Platz,16069200,20369700,16069.2,20369.7,0
1483,REKA02,Reichsstr./Kastanienallee,15819600,20538500,15819.6,20538.5,0
1484,HSAL02,Hessenallee,15486600,20862300,15486.6,20862.3,0
1485,UNWD02,U Neu-Westend,15268000,21074000,15268,21074,0
1486,MCHD02,Machandelweg,14120700,21992100,14120.7,21992.1,0
1487,UNDP03,U Nollendorfplatz,21535000,19158500,21535,19158.5,0
1488,UTHW01,U Theodor-Heuss-Platz West,15934700,20390700,15934.7,20390.7,0
1489,UERP02,U Ernst-Reuter-Platz,19448500,20547900,19448.5,20547.9,0
1490,ZOOJ03,S+U Zoologischer Garten/Jebensstr.,20055000,19987400,20055,19987.4,0
1491,UKFD04,U Kurfürstendamm,20093400,19682700,20093.4,19682.7,0
1492,UWIT06,U Wittenbergplatz,20749100,19461900,20749.1,19461.9,0
1493,UKFD05,U Kurfürstendamm,20045100,19739700,20045.1,19739.7,0
1494,USCP01N,U Sophie-Charlotte-Platz,17676900,20461000,17676.9,20461,0
1495,UBMS03N,U Bismarckstr.,18344100,20531000,18344.1,20531,0
1496,UDO02N,U Deutsche Oper,18583300,20584000,18583.3,20584,0
1497,UBMS04N,U Bismarckstr.,18287600,20553700,18287.6,20553.7,0
1498,USCP02N,U Sophie-Charlotte-Platz,17668700,20488100,17668.7,20488.1,0
1499,UKD03N,U Kaiserdamm,16616900,20384900,16616.9,20384.9,0
1500,UDO03N,U Deutsche Oper,18575500,20555600,18575.5,20555.6,0
1501,UERP03,U Ernst-Reuter-Platz,19429500,20524600,19429.5,20524.6,0
1502,STPL01,Steinplatz,19629200,20296100,19629.2,20296.1,0
1503,STPL02,Steinplatz,19680800,20274500,19680.8,20274.5,0
1504,EURO01,Europa-Center,20432700,19669100,20432.7,19669.1,0
1505,ANDU01,An der Urania,21137400,19322100,21137.4,19322.1,0
1506,EURO02,Europa-Center,20432800,19700500,20432.8,19700.5,0
1507,UKFS04,U Kurfürstenstr.,22162600,19171300,22162.6,19171.3,0
1508,LUPO01,Lützowstr./Potsdamer Str.,22446400,19710100,22446.4,19710.1,0
1509,POBR03,Potsdamer Brücke,22500700,19789000,22500.7,19789,0
1510,LUPO02,Lützowstr./Potsdamer Str.,22372500,19613800,22372.5,19613.8,0
1511,UKFS05,U Kurfürstenstr.,22168300,19231700,22168.3,19231.7,0
1512,BRIX02,Brixplatz,14938500,21481600,14938.5,21481.6,0
1513,ABAL01,Altenburger Allee,15065600,21320700,15065.6,21320.7,0
1514,BRIX03,Brixplatz,14982800,21385000,14982.8,21385,0
1515,UNDP05,U Nollendorfplatz,21519400,19243200,21519.4,19243.2,0
1516,URUH01,U Ruhleben,13962600,22143600,13962.6,22143.6,0
1517,UKD04N,U Kaiserdamm,16712400,20367100,16712.4,20367.1,0
1518,VFPP01,Varian-Fry-Str./Potsdamer Platz,22982100,20266800,22982.1,20266.8,0
1519,VFPP02,Varian-Fry-Str./Potsdamer Platz,22941100,20287400,22941.1,20287.4,0
1520,WEAL01N,Westendallee,14759600,21621300,14759.6,21621.3,0
1521,POBR02,Potsdamer Brücke,22506200,19841400,22506.2,19841.4,0
1522,ZOOH01,Hertzallee,20066000,20332600,20066,20332.6,0
1523,ZOO08,S+U Zoologischer Garten,20156900,20002400,20156.9,20002.4,0
1524,URUH04,U Ruhleben,13903600,22122200,13903.6,22122.2,0
1525,URUH07,U Ruhleben,13939100,22106500,13939.1,22106.5,0
1526,ZOOH05,Hertzallee,20083900,20279000,20083.9,20279,0
1527,MCHD03,Machandelweg,14225800,22029300,14225.8,22029.3,0
1528,KFRM01,Kulturforum,22614000,20081200,22614,20081.2,0
1529,KFRM02,Kulturforum,22587300,20082300,22587.3,20082.3,0
1530,WEAL02N,Westendallee,14714400,21673000,14714.4,21673,0
1531,UBUE04,U Bülowstr.,22070200,19029100,22070.2,19029.1,0
1532,UBUE05N,U Bülowstr.,22128800,19040500,22128.8,19040.5,0
1533,ANDU05,An der Urania,21138200,19352800,21138.2,19352.8,0
1534,URLP09,U Rosa-Luxemburg-Platz,25445800,22388200,25445.8,22388.2,0
1535,USTM11,U Stadtmitte,23985000,20378100,23985,20378.1,0
1536,JERU01,Jerusalemer Str.,24408500,20426500,24408.5,20426.5,0
1537,FINS02,Fischerinsel,25040100,20758600,25040.1,20758.6,0
1538,JERU02,Jerusalemer Str.,24403000,20453000,24403,20453,0
1539,USTM12,U Stadtmitte,24033300,20393800,24033.3,20393.8,0
1540,LPWH01,Leipziger Str./Wilhelmstr.,23502800,20342900,23502.8,20342.9,0
1541,USM02,U Spittelmarkt,24896100,20559700,24896.1,20559.7,0
1542,USM03,U Spittelmarkt,24734100,20485700,24734.1,20485.7,0
1543,FINS03,Fischerinsel,25125400,20824800,25125.4,20824.8,0
1544,SRDZ01N,Sredzkistr.,25548600,23435200,25548.6,23435.2,0
1545,SRDZ02N,Sredzkistr.,25519600,23478600,25519.6,23478.6,0
1546,MOPA06,Mollstr./Prenzlauer Allee,25701500,22165300,25701.5,22165.3,0
1547,UVIN05N,U Vinetastr.,25624000,25863000,25624,25863,0
1548,URLP10N,U Rosa-Luxemburg-Platz,25386600,22384300,25386.6,22384.3,0
1549,HADL01,Hadlichstr.,25801100,26989600,25801.1,26989.6,0
1550,USPL02N,U Senefelderplatz,25564100,22960900,25564.1,22960.9,0
1551,HADL04,Hadlichstr.,25776800,27017400,25776.8,27017.4,0
1552,USPL03N,U Senefelderplatz,25578100,22894700,25578.1,22894.7,0
1553,UVIN01N,U Vinetastr.,25594200,25846800,25594.2,25846.8,0
1554,HADL05,Hadlichstr.,25644800,26883000,25644.8,26883,0
1555,SUPP05,S+U Potsdamer Platz,23209200,20312600,23209.2,20312.6,0
1556,SUPP01,S+U Potsdamer Platz,23238700,20302800,23238.7,20302.8,0
1557,SUPA01,S+U Pankow,25547600,26693400,25547.6,26693.4,0
1558,SHBO03N,Schönhauser Allee/Bornholmer Str.,25701900,25155000,25701.9,25155,0
1559,SUPA02,S+U Pankow,25539800,26753900,25539.8,26753.9,0
1560,ALXM05,S+U Alexanderplatz/Memhardstr.,25372700,21762800,25372.7,21762.8,0
1561,SPMK02,Spandauer Str./Marienkirche,25138100,21538400,25138.1,21538.4,0
1562,LPWH02,Leipziger Str./Wilhelmstr.,23531800,20334100,23531.8,20334.1,0
1563,UEBW07N,U Eberswalder Str.,25546300,23872200,25546.3,23872.2,0
1564,MILA01N,Milastr.,25593700,24306300,25593.7,24306.3,0
1565,SUSA07N,S+U Schönhauser Allee,25652200,24728900,25652.2,24728.9,0
1566,SHBO04N,Schönhauser Allee/Bornholmer Str.,25690500,25271700,25690.5,25271.7,0
1567,SUSA08N,S+U Schönhauser Allee,25624400,24724900,25624.4,24724.9,0
1568,MILA02N,Milastr.,25562900,24289800,25562.9,24289.8,0
1569,UEBW08N,U Eberswalder Str.,25516800,23822500,25516.8,23822.5,0
1570,SPMK03,Spandauer Str./Marienkirche,25115300,21549700,25115.3,21549.7,0
1571,URRA01,U Rotes Rathaus,25146600,21334000,25146.6,21334,0
1572,NIKO01,Nikolaiviertel,25219900,21003900,25219.9,21003.9,0
1573,URRA02,U Rotes Rathaus,25127000,21326900,25127,21326.9,0
1574,ALXM12NA,S+U Alexanderplatz/Memhardstr.,25266700,21673500,25266.7,21673.5,0
1575,ALXM16NA,S+U Alexanderplatz/Memhardstr.,25311400,21679500,25311.4,21679.5,0
1576,ZOOJ03B,S+U Zoologischer Garten/Jebensstr.,20055000,19987400,20055,19987.4,0
1577,UOSL04B,U Osloer Str.,22726000,25557200,22726,25557.2,0
1578,ZOOH01B,Hertzallee,20066000,20332600,20066,20332.6,0
1579,ZOO08B,S+U Zoologischer Garten,20156900,20002400,20156.9,20002.4,0
1580,SUSP10B,S+U Rathaus Spandau,11025600,23178800,11025.6,23178.8,0
1581,URUH07B,U Ruhleben,13939100,22106500,13939.1,22106.5,0
1582,HADL01B,Hadlichstr.,25801100,26989600,25801.1,26989.6,0
1583,ALXM12BA,S+U Alexanderplatz/Memhardstr.,25266700,21673500,25266.7,21673.5,0
1584,ALXM16BA,S+U Alexanderplatz/Memhardstr.,25311400,21679500,25311.4,21679.5,0
1585,ALXM15BA,S+U Alexanderplatz/Memhardstr.,25328600,21694200,25328.6,21694.2,0
1586,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
1587,BF S A,Betriebshof Spandau Aussetzen,9961300,21181900,9961.3,21181.9,0
1588,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
1589,HBF02,S+U Hauptbahnhof,22360800,21987300,22360.8,21987.3,0
1590,HBF03,S+U Hauptbahnhof,22608900,22192900,22608.9,22192.9,0
1591,HBF04,S+U Hauptbahnhof,22606200,22157300,22606.2,22157.3,0
1592,AFGS01,Alt-Friedrichsfelde/Gensinger S.,33636700,20391800,33636.7,20391.8,0
1593,AFGS02,Alt-Friedrichsfelde/Gensinger S.,33670700,20344900,33670.7,20344.9,0
1594,MAAF01,Märkische A./Alt-Friedrichsfelde,34245200,20306300,34245.2,20306.3,0
1595,LOET01,Lötschbergstr.,34879400,20244900,34879.4,20244.9,0
1596,OBFD01,Oberfeldstr.,35013700,20226500,35013.7,20226.5,0
1597,ABDF01N,Alt-Biesdorf,35543100,20174400,35543.1,20174.4,0
1598,ABDF02N,Alt-Biesdorf,35467000,20201800,35467,20201.8,0
1599,OBFD02,Oberfeldstr.,35057500,20253700,35057.5,20253.7,0
1600,LOET02,Lötschbergstr.,34717000,20282200,34717,20282.2,0
1601,MAAF02,Märkische A./Alt-Friedrichsfelde,34186600,20329000,34186.6,20329,0
1602,AF6001,Alt-Friedrichsfelde 60,33193000,20338900,33193,20338.9,0
1603,AFRH05,Alt-Friedrichsfelde/Rhinstr.,32811400,20304600,32811.4,20304.6,0
1604,LWBG02,Löwenberger Str.,31913000,20406700,31913,20406.7,0
1605,AFRH06,Alt-Friedrichsfelde/Rhinstr.,32731100,20274300,32731.1,20274.3,0
1606,RBUH01,Robert-Uhrig-Str.,32218700,20376200,32218.7,20376.2,0
1607,LBRN01,Lichtenberger Brücke Nord,31363700,20494800,31363.7,20494.8,0
1608,UALX01N,U Alexanderplatz,25738800,21711700,25738.8,21711.7,0
1609,UMUI01,U Museumsinsel,24624700,21187900,24624.7,21187.9,0
1610,UMUI02,U Museumsinsel,24619200,21203400,24619.2,21203.4,0
1611,RIES04,Riesaer Str.,39917700,22491000,39917.7,22491,0
1612,RIES05,Riesaer Str.,39883200,22511000,39883.2,22511,0
1613,SCHM02,Schumannstr.,23307300,21883800,23307.3,21883.8,0
1614,CMPM01,Charité - Campus Mitte,23283300,22114300,23283.3,22114.3,0
1615,CMPM02,Charité - Campus Mitte,23278300,22096700,23278.3,22096.7,0
1616,INPK01,Invalidenpark,23094900,22422800,23094.9,22422.8,0
1617,INPK02,Invalidenpark,23149200,22437400,23149.2,22437.4,0
9999,LEIN03,Invalidenpark,23149200,22437400,23149.2,22437.4,0
9999,SEYD03,Invalidenpark,23149200,22437400,23149.2,22437.4,0
1618,ULL03N,U Louis-Lewin-Str.,39650500,23609300,39650.5,23609.3,0
1619,SLPB01,Schlosspark Biesdorf,35693500,20439100,35693.5,20439.1,0
1620,SLPB02,Schlosspark Biesdorf,35710100,20455600,35710.1,20455.6,0
1621,RBUH02,Robert-Uhrig-Str.,32354100,20334500,32354.1,20334.5,0
1622,GUTE01,Gutenbergstr.,37227300,20909200,37227.3,20909.2,0
1623,SUBT01,S+U Brandenburger Tor,23510900,21062300,23510.9,21062.3,0
1624,SCHM01,Schumannstr.,23302100,21863300,23302.1,21863.3,0
1625,UKDN02,U Kaulsdorf-Nord,37470300,21449800,37470.3,21449.8,0
1626,HDGS02,Hellersdorfer Str./Gülzower Str.,37458600,21110400,37458.6,21110.4,0
1627,UKDN03,U Kaulsdorf-Nord,37445700,21597400,37445.7,21597.4,0
1628,HSGW01,Hellersdorfer Str./Gärten der Welt,37678900,22696300,37678.9,22696.3,0
1629,UKIE01,U Kienberg,37536300,22249200,37536.3,22249.2,0
1630,CHEL01,Cecilienstr./Hellersdorfer Str.,37451600,21977500,37451.6,21977.5,0
1631,UHOE01N,U Hönow,40606800,23395000,40606.8,23395,0
1632,MATH01N,Mahlsdorfer Str./Thälmannstr.,40377700,23012900,40377.7,23012.9,0
1633,OSCR01,Oschatzer Ring,39449000,23755600,39449,23755.6,0
1634,NAUR01,Naumburger Ring,38998200,23645200,38998.2,23645.2,0
1635,UHD03,U Hellersdorf,38522500,23262700,38522.5,23262.7,0
1636,UCBP01,U Cottbusser Platz,37970900,23012000,37970.9,23012,0
1637,UCBP02,U Cottbusser Platz,38052300,23030700,38052.3,23030.7,0
1638,UHD04,U Hellersdorf,38533900,23251500,38533.9,23251.5,0
1639,NAUR02,Naumburger Ring,39010100,23639000,39010.1,23639,0
1640,OSCR02,Oschatzer Ring,39483400,23753100,39483.4,23753.1,0
1641,MATH02,Mahlsdorfer Str./Thälmannstr.,40374500,22989900,40374.5,22989.9,0
1642,UHOE02,U Hönow,40627100,23410600,40627.1,23410.6,0
1643,CHEL02,Cecilienstr./Hellersdorfer Str.,37441700,21905300,37441.7,21905.3,0
1644,UKIE02,U Kienberg,37561000,22265100,37561,22265.1,0
1645,HSGW02,Hellersdorfer Str./Gärten der Welt,37689700,22686500,37689.7,22686.5,0
1646,RIES01N,Riesaer Str.,39861500,22418100,39861.5,22418.1,0
1647,HWRI03N,Hönower Str./Riesaer Str.,40078700,22516800,40078.7,22516.8,0
1648,AZUM02,Atzpodienstr./U Magdalenenstr.,30889100,20535800,30889.1,20535.8,0
1649,LBRS01,Lichtenberger Brücke Süd,31268500,20481700,31268.5,20481.7,0
1650,AZUM04N,Atzpodienstr./U Magdalenenstr.,30927100,20560100,30927.1,20560.1,0
1651,SUFA05N,S+U Frankfurter Allee,29851800,20739200,29851.8,20739.2,0
1652,USS01N,U Schillingstr.,26247400,21441700,26247.4,21441.7,0
1653,UFT02N,U Frankfurter Tor,28463300,20953300,28463.3,20953.3,0
1654,USAS02N,U Samariterstr.,29165200,20834800,29165.2,20834.8,0
1655,SUFA06N,S+U Frankfurter Allee,30001500,20695000,30001.5,20695,0
1656,USAS03N,U Samariterstr.,29149300,20857700,29149.3,20857.7,0
1657,UFT03N,U Frankfurter Tor,28249900,21008400,28249.9,21008.4,0
1658,UWEB01N,U Weberwiese,27582500,21121000,27582.5,21121,0
1659,USBP03N,U Strausberger Platz,26724900,21269300,26724.9,21269.3,0
1660,USS02N,U Schillingstr.,26184700,21512200,26184.7,21512.2,0
1661,USBP04N,U Strausberger Platz,26780900,21238700,26780.9,21238.7,0
1662,UWEB02N,U Weberwiese,27591200,21099600,27591.2,21099.6,0
1663,HDGS03,Hellersdorfer Str./Gülzower Str.,37526700,21268600,37526.7,21268.6,0
1664,BREB01,Brebacher Weg,36201500,20659000,36201.5,20659,0
1665,BREB02,Brebacher Weg,36172500,20678600,36172.5,20678.6,0
1666,SUWT01,S+U Wuhletal,36642500,20642100,36642.5,20642.1,0
1667,SUWT04N,S+U Wuhletal,36622100,20680700,36622.1,20680.7,0
1668,GUTE03,Gutenbergstr.,37126900,20855300,37126.9,20855.3,0
1669,SUWT06N,S+U Wuhletal,36618700,20649500,36618.7,20649.5,0
1670,SUWT05,S+U Wuhletal,36588600,20644900,36588.6,20644.9,0
1671,SUBT02,S+U Brandenburger Tor,23429800,21091500,23429.8,21091.5,0
1672,ALXM07N,S+U Alexanderplatz/Memhardstr.,25471400,21828700,25471.4,21828.7,0
1673,AF6002,Alt-Friedrichsfelde 60,33159199,20301500,33159.199,20301.5,0
1674,ALXM05,S+U Alexanderplatz/Memhardstr.,25372700,21762800,25372.7,21762.8,0
1675,UALX02N,U Alexanderplatz,25698900,21805700,25698.9,21805.7,0
1676,UUDL01,U Unter den Linden,23988900,21111100,23988.9,21111.1,0
1677,STOP01,Staatsoper,24313300,21171400,24313.3,21171.4,0
1678,UUDL02,U Unter den Linden,23897900,21143100,23897.9,21143.1,0
1679,STOP02,Staatsoper,24425200,21166800,24425.2,21166.8,0
1680,SPMK02,Spandauer Str./Marienkirche,25138100,21538400,25138.1,21538.4,0
1681,ALXM01N,S+U Alexanderplatz/Memhardstr.,25386800,21776900,25386.8,21776.9,0
1682,ULL04N,U Louis-Lewin-Str.,39612300,23639500,39612.3,23639.5,0
1683,SPMK03,Spandauer Str./Marienkirche,25115300,21549700,25115.3,21549.7,0
1684,JKZC01,Janusz-Korczak-Str.,38733100,23528800,38733.1,23528.8,0
1685,JKZC02,Janusz-Korczak-Str.,38778400,23538600,38778.4,23538.6,0
1686,ALXM12NA,S+U Alexanderplatz/Memhardstr.,25266700,21673500,25266.7,21673.5,0
1687,ALXM15A,S+U Alexanderplatz/Memhardstr.,25328600,21694200,25328.6,21694.2,0
1688,HBF02B,S+U Hauptbahnhof,22360800,21987300,22360.8,21987.3,0
1689,HBF03B,S+U Hauptbahnhof,22608900,22192900,22608.9,22192.9,0
1690,HBF04B,S+U Hauptbahnhof,22606200,22157300,22606.2,22157.3,0
1691,UEWP04B,U Elsterwerdaer Platz,35618200,19926700,35618.2,19926.7,0
1692,NHGS01B,Neuenhagener Str.,38904800,20396500,38904.8,20396.5,0
1693,SMDF12B,S Mahlsdorf,38903700,20448200,38903.7,20448.2,0
1694,RIES01BN,Riesaer Str.,39861500,22418100,39861.5,22418.1,0
1695,AZUM04BN,Atzpodienstr./U Magdalenenstr.,30927100,20560100,30927.1,20560.1,0
1696,GOUN02B,Gounodstr.,29256000,24604000,29256,24604,0
1697,SUWT06BN,S+U Wuhletal,36618700,20649500,36618.7,20649.5,0
1698,ALXM15BA,S+U Alexanderplatz/Memhardstr.,25328600,21694200,25328.6,21694.2,0
1699,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
1700,BF I E,Betriebshof Indira-Gandhi-Str. Einsetzen,29534700,24204700,29534.7,24204.7,0
1701,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
1702,BF I A,Betriebshof Indira-Gandhi-Str. Aussetzen,29534700,24204700,29534.7,24204.7,0
1703,KHST01,Königshorster Str.,21437900,29970800,21437.9,29970.8,0
1704,UBOD02,U Boddinstr.,26431600,16903600,26431.6,16903.6,0
1705,UPAA03,U Paracelsus-Bad/Aroser Allee,21383800,27473800,21383.8,27473.8,0
1706,UPAA04,U Paracelsus-Bad/Aroser Allee,21426300,27444900,21426.3,27444.9,0
1707,ADOR01N,Adalbertstr./Oranienstr.,25978200,19376600,25978.2,19376.6,0
1708,WIKI05,Wittenau Kirche,19726100,29430500,19726.1,29430.5,0
1709,UBOD03,U Boddinstr.,26424400,16875500,26424.4,16875.5,0
1710,KHST02,Königshorster Str.,21328300,29969300,21328.3,29969.3,0
1711,SCEI01,Schorfheidestr./Eichhorster Weg,21151100,29942700,21151.1,29942.7,0
1712,MRKZ01,Märkisches Zentrum,21609300,29985100,21609.3,29985.1,0
1713,WITR01,Wilhelmsruher D/Treuenbrietzener,22020900,30015000,22020.9,30015,0
1714,WITR02,Wilhelmsruher D/Treuenbrietzener,21987200,30025100,21987.2,30025.1,0
1715,MRKZ02,Märkisches Zentrum,21598100,29991100,21598.1,29991.1,0
1716,SCEI02,Schorfheidestr./Eichhorster Weg,21100500,29951300,21100.5,29951.3,0
1717,UWIN02,U Wittenau,20236800,29891700,20236.8,29891.7,0
1718,ADOR04,Adalbertstr./Oranienstr.,25977200,19385400,25977.2,19385.4,0
1719,UKBT02,U Kottbusser Tor,25927100,19211200,25927.1,19211.2,0
1720,UOSL02N,U Osloer Str.,22872900,25611400,22872.9,25611.4,0
1721,UPK03N,U Pankstr.,23504200,25029400,23504.2,25029.4,0
1722,RLDW01,Ritterlandweg,22622800,25958400,22622.8,25958.4,0
1723,UFNP02,U Franz-Neumann-Platz,22307300,26308800,22307.3,26308.8,0
1724,LIRE01,Lindauer Allee/Residenzstr.,21978700,27361600,21978.7,27361.6,0
1725,UPBA05,U Paracelsus-Bad,21127600,27518200,21127.6,27518.2,0
1726,STAR01,Stargardtstr.,22181300,26673000,22181.3,26673,0
1727,RLDW02,Ritterlandweg,22599300,25959800,22599.3,25959.8,0
1728,JANS01,Jansenstr.,20322400,28719800,20322.4,28719.8,0
1729,UFER01N,Uferstr.,23185800,25210200,23185.8,25210.2,0
1730,KTTB02N,Kottbusser Brücke,26008100,18868800,26008.1,18868.8,0
1731,UST01N,U Schönleinstr.,26166800,18483000,26166.8,18483,0
1732,UST02N,U Schönleinstr.,26215100,18402400,26215.1,18402.4,0
1733,KTTB03N,Kottbusser Brücke,26096500,18717200,26096.5,18717.2,0
1734,UKBT03,U Kottbusser Tor,25937300,19216300,25937.3,19216.3,0
1735,UMOR02N,U Moritzplatz,25446000,19699700,25446,19699.7,0
1736,UPK04N,U Pankstr.,23495800,25011100,23495.8,25011.1,0
1737,UBRN01,U Bernauer Str.,24413000,23548100,24413,23548.1,0
1738,UMOR03N,U Moritzplatz,25460300,19704400,25460.3,19704.4,0
1739,UHP02,U Hermannplatz,26339700,17764100,26339.7,17764.1,0
1740,UVOL03N,U Voltastr.,24230900,23943800,24230.9,23943.8,0
1741,RUEG01,Rügener Str.,24083300,24252900,24083.3,24252.9,0
1742,WIDA03,Wilhelmsruher Damm,22447300,30061800,22447.3,30061.8,0
1743,WIKI03,Wittenau Kirche,19759000,29527900,19759,29527.9,0
1744,TIEF01,Tiefenseer Str.,22262900,30039400,22262.9,30039.4,0
1745,TIEF02,Tiefenseer Str.,22257400,30045800,22257.4,30045.8,0
1746,UOSL06N,U Osloer Str.,22984700,25494100,22984.7,25494.1,0
1747,UFER02N,Uferstr.,23191700,25175500,23191.7,25175.5,0
1748,SUGB02N,S+U Gesundbrunnen,23815600,24711400,23815.6,24711.4,0
1749,RUEG02,Rügener Str.,24056900,24281400,24056.9,24281.4,0
1750,UVOL04N,U Voltastr.,24262500,23833900,24262.5,23833.9,0
1751,UHP03,U Hermannplatz,26396600,17801900,26396.6,17801.9,0
1752,SUGB03,S+U Gesundbrunnen,23925600,24619500,23925.6,24619.5,0
1753,SUHM01,S+U Hermannstr.,26813300,15574300,26813.3,15574.3,0
1754,UHP04N,U Hermannplatz,26361200,17806300,26361.2,17806.3,0
1755,WIDA04,Wilhelmsruher Damm,22517600,30060300,22517.6,30060.3,0
1756,WIDA02,Wilhelmsruher Damm,22506100,30087800,22506.1,30087.8,0
1757,ULEI01,U Leinestr.,26633700,16155300,26633.7,16155.3,0
1758,FIDA01,Finsterwalder S./Dannenwalder W.,20572100,29916000,20572.1,29916,0
1759,ULEI02,U Leinestr.,26609300,16198600,26609.3,16198.6,0
1760,SUKB01,S+U Karl-Bonhoeffer-Nervenklinik,20204700,28081100,20204.7,28081.1,0
1761,UPBA06,U Paracelsus-Bad,21129700,27538300,21129.7,27538.3,0
1762,KLAM01,Klamannstr.,20759700,27625300,20759.7,27625.3,0
1763,ULDA01,U Lindauer Allee,20601600,27640900,20601.6,27640.9,0
1764,OHLA03,Ollenhauerstr./Lindauer Allee,20158500,27636300,20158.5,27636.3,0
1765,ULDA02,U Lindauer Allee,20504500,27622900,20504.5,27622.9,0
1766,KLAM02,Klamannstr.,20781700,27601400,20781.7,27601.4,0
1767,UOSL07,U Osloer Str.,22876400,25637600,22876.4,25637.6,0
1768,OHLA04,Ollenhauerstr./Lindauer Allee,20135700,27708500,20135.7,27708.5,0
1769,ANOB01,Am Nordgraben/Oranienburger S.,20254300,28981100,20254.3,28981.1,0
1770,RAPR01,Rathauspromenade,19993800,28977900,19993.8,28977.9,0
1771,SUWI01,S+U Wittenau,20394700,29902900,20394.7,29902.9,0
1772,JANS02,Jansenstr.,20289900,28630200,20289.9,28630.2,0
1773,TESS01,Tessenowstr.,20236400,28339000,20236.4,28339,0
1774,SUKB02,S+U Karl-Bonhoeffer-Nervenklinik,20188600,28081400,20188.6,28081.4,0
1775,TESS02,Tessenowstr.,20243000,28288700,20243,28288.7,0
1776,RAPR02,Rathauspromenade,19928600,28963800,19928.6,28963.8,0
1777,SUWI02,S+U Wittenau,20315800,29881200,20315.8,29881.2,0
1778,ANOB03,Am Nordgraben/Oranienburger S.,20293900,28924100,20293.9,28924.1,0
1779,LIRE02,Lindauer Allee/Residenzstr.,21976400,27319900,21976.4,27319.9,0
1780,URES03,U Residenzstr.,22069300,27025600,22069.3,27025.6,0
1781,UFNP06,U Franz-Neumann-Platz,22260300,26418000,22260.3,26418,0
1782,STAR02,Stargardtstr.,22193000,26690200,22193,26690.2,0
1783,URES04,U Residenzstr.,22058700,27113600,22058.7,27113.6,0
1784,FIDA02,Finsterwalder S./Dannenwalder W.,20586000,29903800,20586,29903.8,0
1785,SUHM02,S+U Hermannstr.,26813700,15610800,26813.7,15610.8,0
1786,URRD04,U Rathaus Reinickendorf,19642200,29119500,19642.2,29119.5,0
1787,SCAP01,Schule am Park,19939700,29714100,19939.7,29714.1,0
1788,SCAP02,Schule am Park,19876000,29665600,19876,29665.6,0
1789,URRD05,U Rathaus Reinickendorf,19646900,29144900,19646.9,29144.9,0
1790,URTP03,U Rosenthaler Platz,24897800,22532700,24897.8,22532.7,0
1791,URLP09,U Rosa-Luxemburg-Platz,25445800,22388200,25445.8,22388.2,0
1792,SUJB02N,S+U Jannowitzbrücke,25919600,20884000,25919.6,20884,0
1793,SUJB03N,S+U Jannowitzbrücke,25906900,20883800,25906.9,20883.8,0
