field_1,Endhaltestelle,Langname,Xkoordinat,Ykoordinat,lon,lat,elevation
2104,URUD17B,U Rudow,31152200,9900600,31152.2,9900.6,0
2105,URUD07B,U Rudow,31281500,9861100,31281.5,9861.1,0
2106,SLPZ02BN,Schloßplatz Köpenick,36580300,13006900,36580.3,13006.9,0
2107,SAH06B,S Adlershof,34156900,11941100,34156.9,11941.1,0
2108,OTFR01B,Otto-Franke-Str.,34603900,11627900,34603.9,11627.9,0
2109,SAH12B,S Adlershof,34228000,11998100,34228,11998.1,0
2110,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
2111,BF B E,Betriebshof Britz Einsetzen,27061100,14134900,27061.1,14134.9,0
2112,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
2113,BF B A,Betriebshof Britz Aussetzen,27061100,14134900,27061.1,14134.9,0
2114,SGA09,S Grünau,36439000,9409500,36439,9409.5,0
2115,JMFR01,James-Franck-Str.,33036300,11246600,33036.3,11246.6,0
2116,MAGN01,Magnusstr.,33531100,11390100,33531.1,11390.1,0
2117,SCSE01,"Schönefeld, Seeweg",33757800,7494500,33757.8,7494.5,0
2118,SCGA01,"Schönefeld, Gartenstr.",33124400,7291200,33124.4,7291.2,0
2119,SAHF01,S Adlershof/Franz-Ehrlich-Str.,34152800,11867700,34152.8,11867.7,0
2120,MAGN02,Magnusstr.,33516699,11403000,33516.699,11403,0
2121,NIEB01,Nieberstr.,32267700,13554900,32267.7,13554.9,0
2122,NIEB02,Nieberstr.,32303000,13484900,32303,13484.9,0
2123,WNST01,Walther-Nernst-Str.,33832400,11656700,33832.4,11656.7,0
2124,WNST02,Walther-Nernst-Str.,33849600,11643400,33849.6,11643.4,0
2125,SGA01,S Grünau,36418600,9484800,36418.6,9484.8,0
2126,ZUGA01,Zur Gartenstadt,36121600,8429500,36121.6,8429.5,0
2127,SAUS01,Sausenberger Str.,35689000,8230200,35689,8230.2,0
2128,BOKI01,Bohnsdorf Kirche,35257800,8055000,35257.8,8055,0
2129,ASGB01,Am Seegraben,34580600,7984300,34580.6,7984.3,0
2130,SCSE02,"Schönefeld, Seeweg",33778100,7494100,33778.1,7494.1,0
2131,ASGB02,Am Seegraben,34644500,8011600,34644.5,8011.6,0
2132,BOKI02,Bohnsdorf Kirche,35183600,7985600,35183.6,7985.6,0
2133,SAUS02,Sausenberger Str.,35795000,8260200,35795,8260.2,0
2134,ZUGA02,Zur Gartenstadt,36073300,8400900,36073.3,8400.9,0
2135,GROT02,Grottewitzstr.,36427900,8667800,36427.9,8667.8,0
2136,SAH06,S Adlershof,34156900,11941100,34156.9,11941.1,0
2137,OTFR02,Otto-Franke-Str.,34675200,11551400,34675.2,11551.4,0
2138,EHPI01,Engelhardstr./Pilotenstr.,32234500,13296000,32234.5,13296,0
2139,EHPI02,Engelhardstr./Pilotenstr.,32225100,13319100,32225.1,13319.1,0
2140,SDWA01,Segelfliegerdamm/Waldstr.,32200200,13059600,32200.2,13059.6,0
2141,OTFR03,Otto-Franke-Str.,34616600,11642010,34616.6,11642.01,0
2142,SAH12,S Adlershof,34228000,11998100,34228,11998.1,0
2143,SCGA02,"Schönefeld, Gartenstr.",33307400,7345700,33307.4,7345.7,0
2144,JOSA01,Johannes-Sasse-Ring,31904900,11623500,31904.9,11623.5,0
2145,AKEL01,Akeleiweg,32463900,11321100,32463.9,11321.1,0
2146,RDWG02,Rudower Chaussee/Wegedornstr.,33236199,11286600,33236.199,11286.6,0
2147,JMFR02,James-Franck-Str.,32948199,11249600,32948.199,11249.6,0
2148,AKEL02,Akeleiweg,32263100,11381300,32263.1,11381.3,0
2149,JOSA02,Johannes-Sasse-Ring,31871700,11660200,31871.7,11660.2,0
2150,ALBR01,Altglienicker Brücke,34385000,10749600,34385,10749.6,0
2151,AGLK01,Altglienicke Kirche,34148800,10520500,34148.8,10520.5,0
2152,AGLK02,Altglienicke Kirche,34151300,10511600,34151.3,10511.6,0
2153,ALBR02,Altglienicker Brücke,34421900,10784100,34421.9,10784.1,0
2154,DROE01,Drössestr.,35523400,9796000,35523.4,9796,0
2155,GSTW01,Gartenstadtweg,35979300,9460500,35979.3,9460.5,0
2156,GSTW02,Gartenstadtweg,35961800,9475800,35961.8,9475.8,0
2157,DROE02,Drössestr.,35500500,9815100,35500.5,9815.1,0
2158,PREU01,Preußenstr.,35074700,10049900,35074.7,10049.9,0
2159,SDWA02,Segelfliegerdamm/Waldstr.,32245700,13094200,32245.7,13094.2,0
2160,KELT01,Keltensteig,34582400,10180800,34582.4,10180.8,0
2161,PREU02,Preußenstr.,35089400,10040900,35089.4,10040.9,0
2162,KELT02,Keltensteig,34688900,10166000,34688.9,10166,0
2163,NOMA01,Normannenstr.,34221700,10282300,34221.7,10282.3,0
2164,NOMA02,Normannenstr.,34218600,10280700,34218.6,10280.7,0
2165,RDWG03,Rudower Chaussee/Wegedornstr.,33341400,11303300,33341.4,11303.3,0
2166,GROT04,Grottewitzstr.,36384200,8605800,36384.2,8605.8,0
2167,AGGW01,Adlergestell/Glienicker Weg,34887900,11330600,34887.9,11330.6,0
2168,AGGW02,Adlergestell/Glienicker Weg,34841100,11413500,34841.1,11413.5,0
2169,BER505,Flughafen BER - Terminal 5,32552900,6955900,32552.9,6955.9,0
2170,BER506,Flughafen BER - Terminal 5,32540900,6977500,32540.9,6977.5,0
2171,STUS05,Stubenrauchstr./Springbornstr.,31649700,12113900,31649.7,12113.9,0
2172,STUS06,Stubenrauchstr./Springbornstr.,31652400,12118900,31652.4,12118.9,0
2173,WAHS01,Walther-Huth-Str.,31959600,12334700,31959.6,12334.7,0
2174,WAHS02,Walther-Huth-Str.,31960800,12388900,31960.8,12388.9,0
2175,SDTR01,Segelfliegerdamm/Trützschlerstr.,32056500,12822700,32056.5,12822.7,0
2176,SSWS17A,S Schöneweide/Sterndamm,32119700,13878900,32119.7,13878.9,0
2177,SSWS18A,S Schöneweide/Sterndamm,32108500,13895200,32108.5,13895.2,0
2178,SGA09B,S Grünau,36439000,9409500,36439,9409.5,0
2179,SAHF01B,S Adlershof/Franz-Ehrlich-Str.,34152800,11867700,34152.8,11867.7,0
2180,SAH06B,S Adlershof,34156900,11941100,34156.9,11941.1,0
2181,SAH12B,S Adlershof,34228000,11998100,34228,11998.1,0
2182,BER505B,Flughafen BER - Terminal 5,32552900,6955900,32552.9,6955.9,0
2183,BER506B,Flughafen BER - Terminal 5,32540900,6977500,32540.9,6977.5,0
2184,SSWS17BA,S Schöneweide/Sterndamm,32119700,13878900,32119.7,13878.9,0
2185,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
2186,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
2187,KAEI01,Kaisereiche,20057200,15839200,20057.2,15839.2,0
2188,UATH01,U Alt-Tempelhof,23660700,15460800,23660.7,15460.8,0
2189,UATH02,U Alt-Tempelhof,23729100,15463600,23729.1,15463.6,0
2190,UATH03,U Alt-Tempelhof,23556700,15412800,23556.7,15412.8,0
2191,UATH04,U Alt-Tempelhof,23647600,15418800,23647.6,15418.8,0
2192,FLIX01,Felixstr.,24270200,15399600,24270.2,15399.6,0
2193,NAUM01,Naumburger Str.,27848300,15463800,27848.3,15463.8,0
2194,GZBG01,Grenzallee/Bergiusstr.,28426400,15382200,28426.4,15382.2,0
2195,OBGE01,Oberlandstr./Germaniastr.,24772300,15171400,24772.3,15171.4,0
2196,GRPB01,Grazer Platz/Beckerstr.,20865500,15586500,20865.5,15586.5,0
2197,GRPL01,Grazer Platz,21087900,15568800,21087.9,15568.8,0
2198,BRGG01,Brüggemannstr./AVK Ost,21143200,15204500,21143.2,15204.5,0
2199,INSU02,Insulaner,21172800,14795600,21172.8,14795.6,0
2200,ROAR01,Röblingstr./Arnulfstr.,21960300,14386700,21960.3,14386.7,0
2201,ALAR01,Alboinstr./Arnulfstr.,22593600,14309000,22593.6,14309,0
2202,ALAR02,Alboinstr./Arnulfstr.,22677100,14311000,22677.1,14311,0
2203,ROAR02,Röblingstr./Arnulfstr.,21939700,14415000,21939.7,14415,0
2204,INSU03,Insulaner,21192800,14748500,21192.8,14748.5,0
2205,BRGG02,Brüggemannstr./AVK Ost,21163100,15152000,21163.1,15152,0
2206,GRPL02,Grazer Platz,21135800,15520700,21135.8,15520.7,0
2207,GRPB02,Grazer Platz/Beckerstr.,20913600,15628800,20913.6,15628.8,0
2208,KAEI03,Kaisereiche,20060700,15819800,20060.7,15819.8,0
2209,SPRI02,S Priesterweg,21615500,14592600,21615.5,14592.6,0
2210,SPRI03,S Priesterweg,21616200,14645000,21616.2,14645,0
2211,LUNK01,Lahnstr./U Neukölln,27589100,15637500,27589.1,15637.5,0
2212,MIBW01,Mittelbuschweg,27929200,15695700,27929.2,15695.7,0
2213,BERP02,Berlinickeplatz,23218200,15436100,23218.2,15436.1,0
2214,FRBR01,Friedenauer Brücke,20378300,15613300,20378.3,15613.3,0
2215,UFWP01,U Friedrich-Wilhelm-Platz,19783500,16185000,19783.5,16185,0
2216,UFWP05,U Friedrich-Wilhelm-Platz,19784300,16226800,19784.3,16226.8,0
2217,WTTK01,Wittekindstr.,22893200,14283400,22893.2,14283.4,0
2218,NKAL02,Neuköllnische Allee,28731000,15607300,28731,15607.3,0
2219,AMOH01,Am Oberhafen,28114100,15333200,28114.1,15333.2,0
2220,UGZA01,U Grenzallee,27767600,15209800,27767.6,15209.8,0
2221,AMOH02,Am Oberhafen,28190500,15343300,28190.5,15343.3,0
2222,NKAL03,Neuköllnische Allee,28853100,15711200,28853.1,15711.2,0
2223,SKLH01,S Köllnische Heide,29220500,15766200,29220.5,15766.2,0
2224,CHGA01,Chris-Gueffroy-Allee,29596700,14871300,29596.7,14871.3,0
2225,FOHA02,Forsthausallee,29752200,14801100,29752.2,14801.1,0
2226,FOHA01,Forsthausallee,29742500,14797900,29742.5,14797.9,0
2227,OBGE03,Oberlandstr./Germaniastr.,24698700,15236700,24698.7,15236.7,0
2228,SKLH02,S Köllnische Heide,29231600,15729900,29231.6,15729.9,0
2229,UFWP06,U Friedrich-Wilhelm-Platz,19875600,16016200,19875.6,16016.2,0
2230,EDML01,Eduard-Müller-Platz,27174000,15554700,27174,15554.7,0
2231,SUHS01,S+U Hermannstr./Silbersteinstr.,26800200,15483400,26800.2,15483.4,0
2232,ESHS01,Eschersheimer Str.,26165900,15362100,26165.9,15362.1,0
2233,OBLG01,Oberlandgarten,25718300,15294900,25718.3,15294.9,0
2234,OBAB01,Oberlandstr./BAB,25021000,15186500,25021,15186.5,0
2235,OBAB02,Oberlandstr./BAB,24994200,15164000,24994.2,15164,0
2236,OBLG02,Oberlandgarten,25713900,15286200,25713.9,15286.2,0
2237,ESHS02,Eschersheimer Str.,26113500,15347400,26113.5,15347.4,0
2238,SUHS02,S+U Hermannstr./Silbersteinstr.,26894600,15495900,26894.6,15495.9,0
2239,EDML02,Eduard-Müller-Platz,27185700,15550000,27185.7,15550,0
2240,MIBW02,Mittelbuschweg,27885800,15694400,27885.8,15694.4,0
2241,GZBG02,Grenzallee/Bergiusstr.,28543800,15427200,28543.8,15427.2,0
2242,NAUM02,Naumburger Str.,27860500,15452500,27860.5,15452.5,0
2243,LUNK02,Lahnstr./U Neukölln,27561500,15637500,27561.5,15637.5,0
2244,PLNT01,Planetenstr.,29040000,15508500,29040,15508.5,0
2245,SUHM08,S+U Hermannstr.,26799600,15610700,26799.6,15610.7,0
2246,DOMN01,Domnauer Str.,22257200,14331600,22257.2,14331.6,0
2247,DOMN02,Domnauer Str.,22323600,14321100,22323.6,14321.1,0
2248,LUNK03,Lahnstr./U Neukölln,27536800,15573100,27536.8,15573.1,0
2249,FRBR02,Friedenauer Brücke,20405400,15622500,20405.4,15622.5,0
2250,FLIX02,Felixstr.,24419200,15370200,24419.2,15370.2,0
2251,ALMA01,Albrechtstr./Manteuffelstr.,23086500,14900300,23086.5,14900.3,0
2252,FWST01,Friedrich-Wilhelm-Str.,23046800,14616000,23046.8,14616,0
2253,ATTI03,Attilaplatz,23013400,14376900,23013.4,14376.9,0
2254,FWST02,Friedrich-Wilhelm-Str.,23067000,14646200,23067,14646.2,0
2255,ALMA02,Albrechtstr./Manteuffelstr.,23106400,14936000,23106.4,14936,0
2256,ATTI04,Attilaplatz,23032600,14411300,23032.6,14411.3,0
2257,BERP05,Berlinickeplatz,23169500,15468000,23169.5,15468,0
2258,CHGA02,Chris-Gueffroy-Allee,29581500,14859300,29581.5,14859.3,0
2259,SCMB01,Schmalenbachstr.,29308400,14831300,29308.4,14831.3,0
2260,NOBG01,Nobelstr./Bergiusstr.,29014100,14845200,29014.1,14845.2,0
2261,NOBG02,Nobelstr./Bergiusstr.,29011900,14838200,29011.9,14838.2,0
2262,SCMB02,Schmalenbachstr.,29291400,14824900,29291.4,14824.9,0
2263,UFWP08,U Friedrich-Wilhelm-Platz,19782490,16124140,19782.49,16124.14,0
2264,BAMB01,Bambachstr.,26519300,15425100,26519.3,15425.1,0
2265,BAMB02,Bambachstr.,26466000,15419400,26466,15419.4,0
2266,OBMI01,Oberlandstr. Mitte,25408800,15241300,25408.8,15241.3,0
2267,OBMI02,Oberlandstr. Mitte,25363700,15238000,25363.7,15238,0
2268,SUHM02,S+U Hermannstr.,26813700,15610800,26813.7,15610.8,0
2269,SUHM03,S+U Hermannstr.,26741200,15637400,26741.2,15637.4,0
2270,DWSA03,Dammweg/Sonnenallee,29032500,15889100,29032.5,15889.1,0
2271,HBER01,Haberstr.,28838200,15029700,28838.2,15029.7,0
2272,BSHW01,Boschweg,29070200,15225000,29070.2,15225,0
2273,PLNT02,Planetenstr.,29081400,15560400,29081.4,15560.4,0
2274,BSHW02,Boschweg,29063700,15228800,29063.7,15228.8,0
2275,HBER02,Haberstr.,28821400,15026000,28821.4,15026,0
2276,MIER01A,Mierstr./Lahnstr.,28084200,15751400,28084.2,15751.4,0
2277,UATH02B,U Alt-Tempelhof,23729100,15463600,23729.1,15463.6,0
2278,UFWP01B,U Friedrich-Wilhelm-Platz,19783500,16185000,19783.5,16185,0
2279,UGZA01B,U Grenzallee,27767600,15209800,27767.6,15209.8,0
2280,FOHA01B,Forsthausallee,29742500,14797900,29742.5,14797.9,0
2281,SUHS02B,S+U Hermannstr./Silbersteinstr.,26894600,15495900,26894.6,15495.9,0
2282,SUHM03B,S+U Hermannstr.,26741200,15637400,26741.2,15637.4,0
2283,BF B E,Betriebshof Britz Einsetzen,27061100,14134900,27061.1,14134.9,0
2284,BF MDA E,Abstellfläche Mariendorf Einsetzen,22668600,11788900,22668.6,11788.9,0
2285,BF B A,Betriebshof Britz Aussetzen,27061100,14134900,27061.1,14134.9,0
2286,BF MDA A,Abstellfläche Mariendorf Aussetzen,22668600,11788900,22668.6,11788.9,0
2287,FRHT01,Freiheit,36646700,13247500,36646.7,13247.5,0
2288,SLPZ07,Schloßplatz Köpenick,36568200,13007900,36568.2,13007.9,0
2289,RHKP01,Rathaus Köpenick,36527400,13138300,36527.4,13138.3,0
2290,MAGN01,Magnusstr.,33531100,11390100,33531.1,11390.1,0
2291,ASEG02,Anna-Seghers-Str.,34424500,12037900,34424.5,12037.9,0
2292,RANI01,Radickestr./Nipkowstr.,34850100,12106800,34850.1,12106.8,0
2293,WEGE01,Wegedornstr.,33547600,9795000,33547.6,9795,0
2294,DANK01,Dankmarsteig,33364699,9344800,33364.699,9344.8,0
2295,VENU01,Venusstr.,33212100,8807500,33212.1,8807.5,0
2296,DANK02,Dankmarsteig,33454100,9554300,33454.1,9554.3,0
2297,GWNK01,Glienicker Weg/Nipkowstr.,35266400,11814700,35266.4,11814.7,0
2298,RANI02,Radickestr./Nipkowstr.,34829100,12098200,34829.1,12098.2,0
2299,MAGN02,Magnusstr.,33516699,11403000,33516.699,11403,0
2300,SKOE01,S Köpenick,36917900,14698200,36917.9,14698.2,0
2301,BALI01,Bahnhofstr./Lindenstr.,36433900,13681400,36433.9,13681.4,0
2302,BALI02,Bahnhofstr./Lindenstr.,36439400,13836500,36439.4,13836.5,0
2303,BASB04,Bahnhofstr./Seelenbinderstr.,36704900,14255200,36704.9,14255.2,0
2304,SKOE02,S Köpenick,36823600,14510200,36823.6,14510.2,0
2305,WNST01,Walther-Nernst-Str.,33832400,11656700,33832.4,11656.7,0
2306,KDFS01,Kaulsdorfer Str.,36884100,14815100,36884.1,14815.1,0
2307,WNST02,Walther-Nernst-Str.,33849600,11643400,33849.6,11643.4,0
2308,SAH06,S Adlershof,34156900,11941100,34156.9,11941.1,0
2309,OTFR01,Otto-Franke-Str.,34603900,11627900,34603.9,11627.9,0
2310,WESE01,Wegedornstr./Semmelweisstr.,33259900,10769900,33259.9,10769.9,0
2311,SAH12,S Adlershof,34228000,11998100,34228,11998.1,0
2312,SCWA02,"Schönefeld, Waltersdorfer Ch.",32710000,7713500,32710,7713.5,0
2313,RDWG01,Rudower Chaussee/Wegedornstr.,33290000,11259600,33290,11259.6,0
2314,VENU02,Venusstr.,33121300,8741800,33121.3,8741.8,0
2315,SIRI02,Siriusstr.,32924199,8267100,32924.199,8267.1,0
2316,SIRI03,Siriusstr.,32958600,8321799,32958.6,8321.799,0
2317,BUWE01,Büchnerweg,35031900,11927500,35031.9,11927.5,0
2318,BUWE02,Büchnerweg,35044400,11908500,35044.4,11908.5,0
2319,SAH01N,S Adlershof,34230900,11994300,34230.9,11994.3,0
2320,WESE02,Wegedornstr./Semmelweisstr.,33254199,10783000,33254.199,10783,0
2321,BASB11,Bahnhofstr./Seelenbinderstr.,36690400,14235900,36690.4,14235.9,0
2322,RASS01,Radickestr./Anna-Seghers-Str.,34494500,11882700,34494.5,11882.7,0
2323,RDWG03,Rudower Chaussee/Wegedornstr.,33341400,11303300,33341.4,11303.3,0
2324,VENU03,Venusstr.,33180199,8866400,33180.199,8866.4,0
2325,SCWA04,"Schönefeld, Waltersdorfer Ch.",32695000,7694600,32695,7694.6,0
2326,KLLN03,Köllnischer Platz,36172000,12940500,36172,12940.5,0
2327,GLCK01,Glienicker Str.,36157900,12694300,36157.9,12694.3,0
2328,RUD01,Rudower Str.,35840700,12347600,35840.7,12347.6,0
2329,ZNSG01,Zinsgutstr.,35497600,12007600,35497.6,12007.6,0
2330,GWNK02,Glienicker Weg/Nipkowstr.,35216900,11758900,35216.9,11758.9,0
2331,ZNSG02,Zinsgutstr.,35547900,12028400,35547.9,12028.4,0
2332,RUD02,Rudower Str.,35894800,12401600,35894.8,12401.6,0
2333,GLCK02,Glienicker Str.,36160700,12691600,36160.7,12691.6,0
2334,KLLN04,Köllnischer Platz,36177500,12954700,36177.5,12954.7,0
2335,ORVE03,Ortolfstr./Venusstr.,33561300,8606200,33561.3,8606.2,0
2336,ORSI02,Ortolfstr./Siriusstr.,33335199,8334100,33335.199,8334.1,0
2337,SIRI04,Siriusstr.,33239500,8252100,33239.5,8252.1,0
2338,SIRI05,Siriusstr.,33220900,8259500,33220.9,8259.5,0
2339,KDFS02,Kaulsdorfer Str.,36775300,14843300,36775.3,14843.3,0
2340,WEGE02,Wegedornstr.,33566500,9838500,33566.5,9838.5,0
2341,BNST01,Braunellensteig,33264300,10193400,33264.3,10193.4,0
2342,BNST02,Braunellensteig,33287000,10157900,33287,10157.9,0
2343,SFWM01,"Schönefeld, Wehrmathen",32849900,8022500,32849.9,8022.5,0
2344,SFWM02,"Schönefeld, Wehrmathen",32837600,7966200,32837.6,7966.2,0
2345,BER505,Flughafen BER - Terminal 5,32552900,6955900,32552.9,6955.9,0
2346,BER506,Flughafen BER - Terminal 5,32540900,6977500,32540.9,6977.5,0
2347,SLPZ07B,Schloßplatz Köpenick,36568200,13007900,36568.2,13007.9,0
2348,INVW01B,Innovationspark Wuhlheide,35936000,15925000,35936,15925,0
2349,RHKP01B,Rathaus Köpenick,36527400,13138300,36527.4,13138.3,0
2350,SKOE01B,S Köpenick,36917900,14698200,36917.9,14698.2,0
2351,KDFS01B,Kaulsdorfer Str.,36884100,14815100,36884.1,14815.1,0
2352,SKD05B,S Kaulsdorf,37567100,20589300,37567.1,20589.3,0
2353,SAH06B,S Adlershof,34156900,11941100,34156.9,11941.1,0
2354,OTFR01B,Otto-Franke-Str.,34603900,11627900,34603.9,11627.9,0
2355,SAH12B,S Adlershof,34228000,11998100,34228,11998.1,0
2356,SAH01BN,S Adlershof,34230900,11994300,34230.9,11994.3,0
2357,SIRI04B,Siriusstr.,33239500,8252100,33239.5,8252.1,0
2358,KDFS02B,Kaulsdorfer Str.,36775300,14843300,36775.3,14843.3,0
2359,BER505B,Flughafen BER - Terminal 5,32552900,6955900,32552.9,6955.9,0
2360,BER506B,Flughafen BER - Terminal 5,32540900,6977500,32540.9,6977.5,0
2361,BF L E,Betriebshof Lichtenberg Einsetzen,31640300,21394700,31640.3,21394.7,0
2362,BF L A,Betriebshof Lichtenberg Aussetzen,31640300,21394700,31640.3,21394.7,0
2363,BF A A,Betriebshof A Aussetzen,20049578,20524464,20049.578,20524.464,0
2364,HCKU01,Heckmannufer,28035300,18899200,28035.3,18899.2,0
2365,EISB01,Eisenbahnstr.,27042200,19734100,27042.2,19734.1,0
2366,USTR06,U Schlesisches Tor,27450600,19415400,27450.6,19415.4,0
2367,FLCK01,Falckensteinstr.,27686200,19212600,27686.2,19212.6,0
2368,TABO01,Taborstr.,27874000,19042600,27874,19042.6,0
2369,TABO02,Taborstr.,27914600,19013900,27914.6,19013.9,0
2370,HCKU02,Heckmannufer,28031200,18888800,28031.2,18888.8,0
2371,FLCK02,Falckensteinstr.,27696900,19216500,27696.9,19216.5,0
2372,USTR01,U Schlesisches Tor,27495700,19390500,27495.7,19390.5,0
2373,EISB02,Eisenbahnstr.,27089100,19711900,27089.1,19711.9,0
2374,UHEH01,U Heinrich-Heine-Str.,25859900,20436400,25859.9,20436.4,0
2375,UMM03,U Märkisches Museum,25323700,20512500,25323.7,20512.5,0
2376,KLSC01,Köpenicker Landstr./Schnellerstr.,31328700,15265700,31328.7,15265.7,0
2377,MKCH01,Michaelkirchstr.,26154100,20299800,26154.1,20299.8,0
2378,MKCH02,Michaelkirchstr.,26165500,20306400,26165.5,20306.4,0
2379,SLPZ07,Schloßplatz Köpenick,36568200,13007900,36568.2,13007.9,0
2380,MGGW01,Müggelschlößchenweg,38554800,12748600,38554.8,12748.6,0
2381,LAJS01,Landjägerstr.,37166900,12947500,37166.9,12947.5,0
2382,UHEH04,U Heinrich-Heine-Str.,25805700,20450800,25805.7,20450.8,0
2383,OSBW01,Oberspreestr./Bundeswehr,34813900,13511800,34813.9,13511.8,0
2384,OSBW02,Oberspreestr./Bundeswehr,34825700,13505500,34825.7,13505.5,0
2385,HERK01,Herkomerstr.,29015900,17834800,29015.9,17834.8,0
2386,KLIN01,Klingerstr.,29417000,17389700,29417,17389.7,0
2387,BULG01,Bulgarische Str.,30050400,17463600,30050.4,17463.6,0
2388,ALTR01,Alt-Treptow,29928400,17780200,29928.4,17780.2,0
2389,SOWJ01,Sowjetisches Ehrenmal,29402100,18089500,29402.1,18089.5,0
2390,ELTP01,Elsenstr./S Treptower Park,28645000,18369500,28645,18369.5,0
2391,SPW02,S Plänterwald,29864400,16894700,29864.4,16894.7,0
2392,KLDA01,Köpenicker Landstr./Dammweg,30061300,16677599,30061.3,16677.599,0
2393,EIKL01,Eichbuschal./Köpenicker Landstr.,30356900,16349300,30356.9,16349.3,0
2394,KLSP01,Köpenicker Landstr./Sportplatz,30635700,16041300,30635.7,16041.3,0
2395,BSKS02,Baumschulenstr./Köpenicker Landstr.,30941400,15703600,30941.4,15703.6,0
2396,KHOS01,Karlshorster Str.,31604400,14961500,31604.4,14961.5,0
2397,SSW01,S Schöneweide,32185200,14304400,32185.2,14304.4,0
2398,DKNS01,Doku.-zentrum NS-Zwangsarbeit,32696700,14013700,32696.7,14013.7,0
2399,RUSC01,Rudower Str./Schnellerstr.,33132600,13982100,33132.6,13982.1,0
2400,BBWG01,Bruno-Bürgel-Weg,33717300,13882700,33717.3,13882.7,0
2401,RUSC02,Rudower Str./Schnellerstr.,33037800,14020300,33037.8,14020.3,0
2402,BRTZ02,Britzer Str.,32824100,14093200,32824.1,14093.2,0
2403,SSW02,S Schöneweide,32169900,14350200,32169.9,14350.2,0
2404,KHOS02,Karlshorster Str.,31682800,14903500,31682.8,14903.5,0
2405,MGGB02,Marggraffbrücke,31094300,15564500,31094.3,15564.5,0
2406,BSKS03,Baumschulenstr./Köpenicker Landstr.,30860100,15823400,30860.1,15823.4,0
2407,KLSP02,Köpenicker Landstr./Sportplatz,30675000,16027600,30675,16027.6,0
2408,EIKL02,Eichbuschal./Köpenicker Landstr.,30346000,16390900,30346,16390.9,0
2409,KLDA02,Köpenicker Landstr./Dammweg,30007900,16767300,30007.9,16767.3,0
2410,SPW03,S Plänterwald,29772600,17028900,29772.6,17028.9,0
2411,KRKB01,Krkhs. Köpenick/Besuchereingang,37909900,12683800,37909.9,12683.8,0
2412,EBCK01,Erwin-Bock-Str.,38220800,12715100,38220.8,12715.1,0
2413,EBCK02,Erwin-Bock-Str.,38227900,12720200,38227.9,12720.2,0
2414,ANEM01,Anemonenstr.,37835500,12997000,37835.5,12997,0
2415,SAWE01,S.-Allende-Str./Wendenschloßstr.,37851200,13216800,37851.2,13216.8,0
2416,AMBG01,Am Berg,37408300,13107700,37408.3,13107.7,0
2417,BTHD01,Bethaniendamm,26636000,20035300,26636,20035.3,0
2418,BTHD02,Bethaniendamm,26645600,20013700,26645.6,20013.7,0
2419,ELTP02,Elsenstr./S Treptower Park,28658500,18457900,28658.5,18457.9,0
2420,EIPU05,Eichenstr./Puschkinallee,28351400,18608700,28351.4,18608.7,0
2421,RETE01,Rethelstr.,29209900,17619800,29209.9,17619.8,0
2422,UMMI02,U Märkisches Museum/Inselstr.,25406000,20608800,25406,20608.8,0
2423,UMM01,U Märkisches Museum,25373400,20592300,25373.4,20592.3,0
2424,KPAD01,Köpenicker Str./Adalbertstr.,26409300,20178100,26409.3,20178.1,0
2425,KPAD02,Köpenicker Str./Adalbertstr.,26402000,20194800,26402,20194.8,0
2426,BBWG02,Bruno-Bürgel-Weg,33653900,13880200,33653.9,13880.2,0
2427,EIPU02,Eichenstr./Puschkinallee,28434500,18560600,28434.5,18560.6,0
2428,MAKO03,Manteuffelstr./Köpenicker Str.,26884300,19845300,26884.3,19845.3,0
2429,MAKO04,Manteuffelstr./Köpenicker Str.,26872600,19864700,26872.6,19864.7,0
2430,STP04,S Treptower Park,28911100,18336000,28911.1,18336,0
2431,SAWE02,S.-Allende-Str./Wendenschloßstr.,37837600,13252400,37837.6,13252.4,0
2432,ANEM02,Anemonenstr.,37830700,12965700,37830.7,12965.7,0
2433,AMBG02,Am Berg,37423600,13118500,37423.6,13118.5,0
2434,FRDL01,Friedlander Str.,35112900,13405300,35112.9,13405.3,0
2435,SSF02,S Spindlersfeld,35777000,13170500,35777,13170.5,0
2436,KLLN01,Köllnischer Platz,36110900,13059200,36110.9,13059.2,0
2437,MHWE05,Müggelhm. Str./Wendenschloßstr.,37031500,12861100,37031.5,12861.1,0
2438,SLPZ03,Schloßplatz Köpenick,36559100,13033600,36559.1,13033.6,0
2439,KLLN02,Köllnischer Platz,36120300,13075200,36120.3,13075.2,0
2440,S13502,Schnellerstr. 135,31944500,14610500,31944.5,14610.5,0
2441,S13501,Schnellerstr. 135,31930900,14598000,31930.9,14598,0
2442,FRDL02,Friedlander Str.,35146100,13395100,35146.1,13395.1,0
2443,BALA01,Bärenlauchstr.,34204800,13723900,34204.8,13723.9,0
2444,SSF03,S Spindlersfeld,35799600,13185400,35799.6,13185.4,0
2445,SKOL01,Schnellerstr./Köllnische Str.,33414500,13898000,33414.5,13898,0
